Datetime,Open,High,Low,Close,Adj Close,Volume
2019-12-06 09:30:00,182.7400054931641,183.05999755859366,182.66000366210938,182.81500244140625,182.81500244140625,170860
2019-12-06 09:33:00,182.77999877929688,182.8999938964844,182.77999877929688,182.88999938964844,182.88999938964844,104537
2019-12-06 09:34:00,182.8800048828125,182.97999572753903,182.8000030517578,182.8699951171875,182.8699951171875,29550
2019-12-06 09:35:00,182.9199981689453,183.27999877929688,182.9199981689453,183.19000244140625,183.19000244140625,36534
2019-12-06 09:36:00,183.16000366210938,183.22650146484366,182.92999267578125,182.97000122070312,182.97000122070312,19835
2019-12-06 09:37:00,182.97999572753903,183.0200042724609,182.91000366210938,182.96800231933602,182.96800231933602,15318
2019-12-06 09:38:00,182.9199981689453,183.01939392089844,182.8699951171875,182.9638977050781,182.9638977050781,20605
2019-12-06 09:39:00,182.97000122070312,182.9949951171875,182.7852935791016,182.8227996826172,182.8227996826172,19951
2019-12-06 09:40:00,182.83999633789062,182.97000122070312,182.7700042724609,182.839599609375,182.839599609375,20268
2019-12-06 09:41:00,182.8500061035156,182.8699951171875,182.57000732421875,182.6999969482422,182.6999969482422,19666
2019-12-06 09:42:00,182.69940185546875,182.69940185546875,182.52999877929688,182.6649932861328,182.6649932861328,19816
2019-12-06 09:43:00,182.67999267578125,182.6999969482422,182.50999450683602,182.5500030517578,182.5500030517578,24874
2019-12-06 09:44:00,182.57000732421875,182.57000732421875,182.3699951171875,182.42999267578125,182.42999267578125,27167
2019-12-06 09:45:00,182.44000244140625,182.57000732421875,182.44000244140625,182.5200042724609,182.5200042724609,15216
2019-12-06 09:46:00,182.52999877929688,182.6000061035156,182.47000122070312,182.4900054931641,182.4900054931641,21721
2019-12-06 09:47:00,182.4900054931641,182.5,182.22999572753903,182.3000030517578,182.3000030517578,18715
2019-12-06 09:48:00,182.3000030517578,182.35499572753903,182.17999267578125,182.22000122070312,182.22000122070312,32545
2019-12-06 09:49:00,182.2400054931641,182.38499450683602,182.2100067138672,182.34500122070312,182.34500122070312,10846
2019-12-06 09:50:00,182.3600006103516,182.4499969482422,182.27999877929688,182.2899932861328,182.2899932861328,20435
2019-12-06 09:51:00,182.2899932861328,182.3663024902344,182.2100067138672,182.25999450683602,182.25999450683602,14426
2019-12-06 09:52:00,182.2700042724609,182.38650512695312,182.2700042724609,182.3699951171875,182.3699951171875,23187
2019-12-06 09:53:00,182.3800048828125,182.47000122070312,182.3300018310547,182.47000122070312,182.47000122070312,15464
2019-12-06 09:54:00,182.47999572753903,182.55999755859366,182.42999267578125,182.5399932861328,182.5399932861328,21772
2019-12-06 09:55:00,182.53900146484366,182.5399932861328,182.4600067138672,182.4600067138672,182.4600067138672,6044
2019-12-06 09:57:00,182.4199981689453,182.42999267578125,182.3300018310547,182.38999938964844,182.38999938964844,65859
2019-12-06 09:58:00,182.38999938964844,182.44000244140625,182.31500244140625,182.32000732421875,182.32000732421875,23135
2019-12-06 09:59:00,182.3000030517578,182.4199981689453,182.3000030517578,182.3300018310547,182.3300018310547,19524
2019-12-06 10:00:00,182.32000732421875,182.4499969482422,182.27999877929688,182.44000244140625,182.44000244140625,13479
2019-12-06 10:01:00,182.43780517578125,182.4600067138672,182.40499877929688,182.4199981689453,182.4199981689453,7995
2019-12-06 10:02:00,182.44000244140625,182.47000122070312,182.3600006103516,182.39669799804688,182.39669799804688,16766
2019-12-06 10:03:00,182.3800048828125,182.3800048828125,182.27999877929688,182.3699951171875,182.3699951171875,16360
2019-12-06 10:04:00,182.35220336914062,182.44000244140625,182.30870056152344,182.3600006103516,182.3600006103516,41984
2019-12-06 10:05:00,182.3699951171875,182.38999938964844,182.2700042724609,182.2700042724609,182.2700042724609,15121
2019-12-06 10:06:00,182.2700042724609,182.44000244140625,182.2700042724609,182.3999938964844,182.3999938964844,22289
2019-12-06 10:07:00,182.33050537109366,182.33050537109366,182.15130615234366,182.22999572753903,182.22999572753903,10252
2019-12-06 10:08:00,182.22999572753903,182.25,182.1300048828125,182.1699981689453,182.1699981689453,8057
2019-12-06 10:09:00,182.13999938964844,182.1499938964844,182.0500030517578,182.0771942138672,182.0771942138672,12762
2019-12-06 10:10:00,182.08999633789062,182.22999572753903,182.0800018310547,182.2277069091797,182.2277069091797,11366
2019-12-06 10:11:00,182.2100067138672,182.2250061035156,182.1499938964844,182.1699981689453,182.1699981689453,8440
2019-12-06 10:12:00,182.17999267578125,182.2100067138672,182.0500030517578,182.08999633789062,182.08999633789062,9820
2019-12-06 10:13:00,182.1000061035156,182.10009765625,182.0200042724609,182.0500030517578,182.0500030517578,12964
2019-12-06 10:14:00,182.0500030517578,182.1100006103516,182.0399932861328,182.0399932861328,182.0399932861328,14654
2019-12-06 10:15:00,182.0529937744141,182.0529937744141,181.82000732421875,182.0500030517578,182.0500030517578,68520
2019-12-06 10:16:00,182.02330017089844,182.07000732421875,181.8800048828125,181.8800048828125,181.8800048828125,17225
2019-12-06 10:17:00,181.8600006103516,181.9949951171875,181.8500061035156,181.9850006103516,181.9850006103516,5093
2019-12-06 10:18:00,182.0,182.08999633789062,181.9949951171875,182.0677947998047,182.0677947998047,9916
2019-12-06 10:19:00,182.05999755859366,182.05999755859366,182.0,182.0500030517578,182.0500030517578,18703
2019-12-06 10:20:00,182.07000732421875,182.08999633789062,182.02999877929688,182.0800018310547,182.0800018310547,9379
2019-12-06 10:21:00,182.1000061035156,182.1499938964844,182.07000732421875,182.08999633789062,182.08999633789062,7348
2019-12-06 10:22:00,182.0850067138672,182.1499938964844,182.07000732421875,182.0749969482422,182.0749969482422,15252
2019-12-06 10:23:00,182.0800018310547,182.2100067138672,182.0800018310547,182.19000244140625,182.19000244140625,11809
2019-12-06 10:24:00,182.2100067138672,182.2519073486328,182.17999267578125,182.23899841308602,182.23899841308602,12979
2019-12-06 10:25:00,182.2400054931641,182.25,182.2093048095703,182.2449951171875,182.2449951171875,7066
2019-12-06 10:26:00,182.24989318847656,182.25999450683602,182.17999267578125,182.2400054931641,182.2400054931641,11914
2019-12-06 10:27:00,182.2700042724609,182.30999755859366,182.2250061035156,182.30999755859366,182.30999755859366,11047
2019-12-06 10:28:00,182.32989501953125,182.3686065673828,182.27999877929688,182.28500366210938,182.28500366210938,9221
2019-12-06 10:29:00,182.27999877929688,182.30799865722656,182.2400054931641,182.2899932861328,182.2899932861328,10741
2019-12-06 10:30:00,182.3177032470703,182.3600006103516,182.27999877929688,182.27999877929688,182.27999877929688,10215
2019-12-06 10:31:00,182.30999755859366,182.3800048828125,182.30999755859366,182.3800048828125,182.3800048828125,6638
2019-12-06 10:32:00,182.3999938964844,182.44000244140625,182.32000732421875,182.33999633789062,182.33999633789062,9488
2019-12-06 10:33:00,182.3600006103516,182.41000366210938,182.3300018310547,182.3300018310547,182.3300018310547,11767
2019-12-06 10:34:00,182.3500061035156,182.3500061035156,182.25999450683602,182.3000030517578,182.3000030517578,14765
2019-12-06 10:35:00,182.3000030517578,182.3300018310547,182.2400054931641,182.2760009765625,182.2760009765625,8315
2019-12-06 10:36:00,182.2899932861328,182.2899932861328,182.1999969482422,182.1999969482422,182.1999969482422,4945
2019-12-06 10:37:00,182.22999572753903,182.2899932861328,182.22999572753903,182.22999572753903,182.22999572753903,7891
2019-12-06 10:38:00,182.22999572753903,182.2700042724609,182.22000122070312,182.22000122070312,182.22000122070312,6295
2019-12-06 10:39:00,182.22000122070312,182.2899932861328,182.19500732421875,182.2700042724609,182.2700042724609,11055
2019-12-06 10:40:00,182.27999877929688,182.3249969482422,182.17999267578125,182.1999969482422,182.1999969482422,23996
2019-12-06 10:41:00,182.1999969482422,182.26649475097656,182.1999969482422,182.26649475097656,182.26649475097656,9741
2019-12-06 10:42:00,182.27999877929688,182.3000030517578,182.25999450683602,182.27999877929688,182.27999877929688,8534
2019-12-06 10:43:00,182.3300018310547,182.3800048828125,182.30999755859366,182.3600006103516,182.3600006103516,16627
2019-12-06 10:44:00,182.30999755859366,182.3500061035156,182.27999877929688,182.3500061035156,182.3500061035156,5922
2019-12-06 10:45:00,182.3426055908203,182.3600006103516,182.2899932861328,182.3600006103516,182.3600006103516,6543
2019-12-06 10:46:00,182.30999755859366,182.3600006103516,182.2700042724609,182.3600006103516,182.3600006103516,8119
2019-12-06 10:47:00,182.33999633789062,182.43380737304688,182.33999633789062,182.4199981689453,182.4199981689453,9950
2019-12-06 10:48:00,182.3999938964844,182.41000366210938,182.3600006103516,182.3950042724609,182.3950042724609,18036
2019-12-06 10:49:00,182.3999938964844,182.43499755859366,182.3999938964844,182.40499877929688,182.40499877929688,6786
2019-12-06 10:50:00,182.4199981689453,182.5399932861328,182.4199981689453,182.51010131835938,182.51010131835938,10338
2019-12-06 10:51:00,182.5249938964844,182.57000732421875,182.5200042724609,182.5399932861328,182.5399932861328,9262
2019-12-06 10:52:00,182.5413055419922,182.5413055419922,182.41000366210938,182.41900634765625,182.41900634765625,9167
2019-12-06 10:53:00,182.4199981689453,182.42999267578125,182.3699951171875,182.42999267578125,182.42999267578125,8477
2019-12-06 10:54:00,182.42999267578125,182.4575042724609,182.3999938964844,182.3999938964844,182.3999938964844,5365
2019-12-06 10:55:00,182.41000366210938,182.4199981689453,182.3300018310547,182.3500061035156,182.3500061035156,5930
2019-12-06 10:56:00,182.3699951171875,182.41000366210938,182.2700042724609,182.3300018310547,182.3300018310547,18424
2019-12-06 10:57:00,182.3600006103516,182.3970947265625,182.3600006103516,182.3699951171875,182.3699951171875,5062
2019-12-06 10:58:00,182.3800048828125,182.38499450683602,182.17999267578125,182.27999877929688,182.27999877929688,19475
2019-12-06 10:59:00,182.2899932861328,182.33999633789062,182.25999450683602,182.3000030517578,182.3000030517578,17591
2019-12-06 11:00:00,182.3000030517578,182.4149932861328,182.3000030517578,182.40899658203125,182.40899658203125,8037
2019-12-06 11:01:00,182.41000366210938,182.47999572753903,182.41000366210938,182.44000244140625,182.44000244140625,11271
2019-12-06 11:02:00,182.4499969482422,182.4900054931641,182.41000366210938,182.4499969482422,182.4499969482422,12588
2019-12-06 11:03:00,182.44000244140625,182.44000244140625,182.32000732421875,182.3800048828125,182.3800048828125,10081
2019-12-06 11:04:00,182.3650054931641,182.42999267578125,182.3600006103516,182.42999267578125,182.42999267578125,2820
2019-12-06 11:05:00,182.42999267578125,182.47000122070312,182.42999267578125,182.42999267578125,182.42999267578125,5491
2019-12-06 11:06:00,182.41000366210938,182.41000366210938,182.41000366210938,182.41000366210938,182.41000366210938,1074
2019-12-06 11:07:00,182.32000732421875,182.3300018310547,182.30999755859366,182.32000732421875,182.32000732421875,13776
2019-12-06 11:08:00,182.3260040283203,182.38999938964844,182.260498046875,182.38999938964844,182.38999938964844,10885
2019-12-06 11:09:00,182.3699951171875,182.3999938964844,182.32000732421875,182.3300018310547,182.3300018310547,16042
2019-12-06 11:10:00,182.33999633789062,182.3800048828125,182.32330322265625,182.3800048828125,182.3800048828125,4917
2019-12-06 11:11:00,182.3800048828125,182.4199981689453,182.3600006103516,182.3773956298828,182.3773956298828,5432
2019-12-06 11:12:00,182.3699951171875,182.3699951171875,182.3000030517578,182.30999755859366,182.30999755859366,17777
2019-12-06 11:13:00,182.32000732421875,182.3600006103516,182.32000732421875,182.3204040527344,182.3204040527344,8571
2019-12-06 11:14:00,182.3300018310547,182.38499450683602,182.3300018310547,182.38499450683602,182.38499450683602,4690
2019-12-06 11:15:00,182.3800048828125,182.3800048828125,182.3300018310547,182.3300018310547,182.3300018310547,3677
2019-12-06 11:16:00,182.33999633789062,182.3500061035156,182.32000732421875,182.32000732421875,182.32000732421875,3267
2019-12-06 11:17:00,182.3159942626953,182.32000732421875,182.1999969482422,182.22000122070312,182.22000122070312,6022
2019-12-06 11:18:00,182.2400054931641,182.2700042724609,182.13999938964844,182.1602935791016,182.1602935791016,12122
2019-12-06 11:19:00,182.1499938964844,182.1699981689453,182.05999755859366,182.1199951171875,182.1199951171875,101431
2019-12-06 11:20:00,182.1199951171875,182.16000366210938,182.09950256347656,182.1000061035156,182.1000061035156,6122
2019-12-06 11:21:00,182.1100006103516,182.19000244140625,182.1100006103516,182.19000244140625,182.19000244140625,5816
2019-12-06 11:22:00,182.2100067138672,182.22000122070312,182.1676025390625,182.1699981689453,182.1699981689453,7983
2019-12-06 11:23:00,182.1699981689453,182.1699981689453,182.08999633789062,182.08999633789062,182.08999633789062,15741
2019-12-06 11:24:00,182.08999633789062,182.16929626464844,182.07000732421875,182.1549072265625,182.1549072265625,7272
2019-12-06 11:25:00,182.16000366210938,182.2100067138672,182.1199951171875,182.13999938964844,182.13999938964844,8507
2019-12-06 11:26:00,182.1649932861328,182.22999572753903,182.1649932861328,182.2250061035156,182.2250061035156,6267
2019-12-06 11:27:00,182.2250061035156,182.2899932861328,182.22000122070312,182.2899932861328,182.2899932861328,7679
2019-12-06 11:28:00,182.2949981689453,182.32000732421875,182.27999877929688,182.30999755859366,182.30999755859366,8711
2019-12-06 11:29:00,182.3300018310547,182.3699951171875,182.32000732421875,182.3600006103516,182.3600006103516,6553
2019-12-06 11:30:00,182.3600006103516,182.3600006103516,182.30999755859366,182.31500244140625,182.31500244140625,10119
2019-12-06 11:31:00,182.31500244140625,182.3300018310547,182.2700042724609,182.2700042724609,182.2700042724609,15028
2019-12-06 11:32:00,182.25,182.25999450683602,182.18499755859366,182.18499755859366,182.18499755859366,5924
2019-12-06 11:33:00,182.18499755859366,182.22999572753903,182.18499755859366,182.22000122070312,182.22000122070312,7525
2019-12-06 11:34:00,182.2100067138672,182.22999572753903,182.2100067138672,182.22000122070312,182.22000122070312,2664
2019-12-06 11:35:00,182.31500244140625,182.31500244140625,182.30999755859366,182.31500244140625,182.31500244140625,12857
2019-12-06 11:36:00,182.32000732421875,182.34030151367188,182.32000732421875,182.3370056152344,182.3370056152344,2984
2019-12-06 11:38:00,182.3500061035156,182.3800048828125,182.3300018310547,182.3600006103516,182.3600006103516,32931
2019-12-06 11:39:00,182.3730926513672,182.3730926513672,182.33999633789062,182.33999633789062,182.33999633789062,3612
2019-12-06 11:40:00,182.27999877929688,182.27999877929688,182.27999877929688,182.27999877929688,182.27999877929688,16515
2019-12-06 11:41:00,182.2749938964844,182.3083953857422,182.25,182.27999877929688,182.27999877929688,8739
2019-12-06 11:42:00,182.2700042724609,182.3000030517578,182.22000122070312,182.22000122070312,182.22000122070312,6754
2019-12-06 11:43:00,182.22999572753903,182.33999633789062,182.22000122070312,182.33999633789062,182.33999633789062,11093
2019-12-06 11:44:00,182.3300018310547,182.3300018310547,182.2700042724609,182.3000030517578,182.3000030517578,11221
2019-12-06 11:45:00,182.3000030517578,182.3000030517578,182.25,182.2700042724609,182.2700042724609,6494
2019-12-06 11:46:00,182.25180053710938,182.26499938964844,182.2400054931641,182.26499938964844,182.26499938964844,8186
2019-12-06 11:47:00,182.26510620117188,182.32000732421875,182.26510620117188,182.32000732421875,182.32000732421875,8426
2019-12-06 11:48:00,182.32000732421875,182.3999938964844,182.2899932861328,182.33999633789062,182.33999633789062,9053
2019-12-06 11:49:00,182.32000732421875,182.32000732421875,182.27999877929688,182.3000030517578,182.3000030517578,7654
2019-12-06 11:50:00,182.2949981689453,182.3000030517578,182.25999450683602,182.25999450683602,182.25999450683602,4775
2019-12-06 11:51:00,182.2700042724609,182.3000030517578,182.22000122070312,182.2899932861328,182.2899932861328,11084
2019-12-06 11:52:00,182.3050994873047,182.3050994873047,182.19000244140625,182.1999969482422,182.1999969482422,9819
2019-12-06 11:53:00,182.19000244140625,182.2449951171875,182.1499938964844,182.2100067138672,182.2100067138672,7383
2019-12-06 11:54:00,182.1999969482422,182.2100067138672,182.1300048828125,182.1300048828125,182.1300048828125,7926
2019-12-06 11:55:00,182.13999938964844,182.2100067138672,182.13999938964844,182.1750030517578,182.1750030517578,6401
2019-12-06 11:56:00,182.19000244140625,182.2050018310547,182.19000244140625,182.1999969482422,182.1999969482422,4930
2019-12-06 11:57:00,182.1999969482422,182.1999969482422,182.1499938964844,182.1499938964844,182.1499938964844,4975
2019-12-06 11:58:00,182.15499877929688,182.1699981689453,182.125,182.13999938964844,182.13999938964844,13868
2019-12-06 11:59:00,182.13999938964844,182.1699981689453,182.0800018310547,182.0800018310547,182.0800018310547,23814
2019-12-06 12:00:00,182.07000732421875,182.0800018310547,182.02999877929688,182.07000732421875,182.07000732421875,15739
2019-12-06 12:01:00,182.0751037597656,182.0751037597656,181.92999267578125,181.9499969482422,181.9499969482422,19710
2019-12-06 12:02:00,181.97000122070312,181.9781036376953,181.97000122070312,181.9781036376953,181.9781036376953,327
2019-12-06 12:03:00,181.97000122070312,181.97000122070312,181.97000122070312,181.97000122070312,181.97000122070312,12356
2019-12-06 12:04:00,181.97999572753903,181.9900054931641,181.9499969482422,181.97000122070312,181.97000122070312,6507
2019-12-06 12:06:00,182.00999450683602,182.00999450683602,182.0,182.0050048828125,182.0050048828125,23273
2019-12-06 12:07:00,181.9900054931641,182.03500366210938,181.9600067138672,181.96499633789062,181.96499633789062,12611
